id_no,binomial,presence,origin,seasonal,compiler,year,citation,source,dist_comm,island,subspecies,subpop,legend,tax_comm,kingdom_na,phylum_nam,class_name,order_name,family_nam,genus_name,code,shape_Leng,shape_Area
4137,Cephalophus adersi,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,CR,2.253706747,0.088785315
4137,Cephalophus adersi,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,Zanzibar,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,CR,2.86332526,0.12766505
4137,Cephalophus adersi,1,3,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,Translocated population.,Chumba,,,Introduced,,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,CR,0.044286024,0.000086925
4137,Cephalophus adersi,4,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,Tumbatu,,,Possibly Extinct,,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,CR,0.23248454,0.00140209
4138,Cephalophus callipygus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,LC,42.12455245,60.64344929
4139,Cephalophus dorsalis,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,,castaneus,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,NT,79.58494515,241.6746316
4139,Cephalophus dorsalis,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,,dorsalis,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,NT,66.43118972,49.37776141
4139,Cephalophus dorsalis,3,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,,castaneus,,Possibly Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,NT,1.970087545,0.253695415
4153,Cephalophus zebra,3,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,,,,Possibly Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,VU,0.651409383,0.01347599
4154,Cephalophus harveyi,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,LC,63.96186483,28.61882473
4140,Cephalophus jentinki,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,EN,17.32233589,4.881181429
4141,Cephalophus leucogaster,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,NT,61.49452155,81.56119942
4141,Cephalophus leucogaster,3,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,,,,Possibly Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,NT,6.167685281,2.33213892
4142,Philantomba maxwellii,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Philantomba,LC,65.1127558,71.66533641
4143,Philantomba monticola,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Philantomba,LC,219.8638028,524.8478012
4143,Philantomba monticola,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,Bioko,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Philantomba,LC,1.853929077,0.157989625
4143,Philantomba monticola,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,Mafia,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Philantomba,LC,1.411138965,0.03513246
4154,Cephalophus harveyi,3,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,This is a possible record but may represent Cephalophus weynsi.,,,,Possibly Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,LC,1.290953558,0.09346725
4143,Philantomba monticola,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,Pemba,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Philantomba,LC,3.146184884,0.07410917
4143,Philantomba monticola,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,Zanzibar,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Philantomba,LC,2.86332526,0.12766505
4144,Cephalophus natalensis,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,LC,88.39403669,76.38328575
4145,Cephalophus niger,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,LC,57.4367375,62.36148564
4146,Cephalophus nigrifrons,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,LC,82.59703417,258.6094915
4146,Cephalophus nigrifrons,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,,rubidus,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,LC,2.176291433,0.235774936
4146,Cephalophus nigrifrons,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,Aberdares,,hooki,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,LC,2.880532056,0.470124425
4148,Cephalophus ogilbyi,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,,brookei,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,LC,25.66721597,12.18920289
4154,Cephalophus harveyi,4,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,,,,Possibly Extinct,,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,LC,4.261583573,0.3203081
4148,Cephalophus ogilbyi,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,,crusalbum,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,LC,28.49624266,20.00788956
4148,Cephalophus ogilbyi,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,,ogilbyi,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,LC,11.64912918,3.486305956
4185,Ceratotherium simum,1,1,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,,simum,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,RHINOCEROTIDAE,Ceratotherium,NT,78.20879162,113.1168999
4185,Ceratotherium simum,1,2,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,,simum,,Reintroduced,,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,RHINOCEROTIDAE,Ceratotherium,NT,187.2092717,291.8533763
4185,Ceratotherium simum,1,3,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,,simum,,Introduced,,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,RHINOCEROTIDAE,Ceratotherium,NT,53.74383988,62.76484434
4185,Ceratotherium simum,4,1,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,,cottoni,,Possibly Extinct,,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,RHINOCEROTIDAE,Ceratotherium,NT,83.98332978,208.7076977
4185,Ceratotherium simum,5,1,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,,cottoni,,Extinct,,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,RHINOCEROTIDAE,Ceratotherium,NT,80.66703333,157.8653378
4192,Cercartetus caudatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,BURRAMYIDAE,Cercartetus,LC,11.00976013,2.135102547
4221,Cercopithecus mitis,1,1,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,,francescae,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,7.801814287,2.149496097
4148,Cephalophus ogilbyi,3,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,,brookei,,Possibly Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,LC,17.58463516,5.339105964
4148,Cephalophus ogilbyi,3,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,,brookei,Ziama-Diécké,Possibly Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,LC,1.707289045,0.072095243
4148,Cephalophus ogilbyi,5,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,,brookei,Bomfobiri,Extinct,,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,LC,0.368007291,0.006303851
4148,Cephalophus ogilbyi,5,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,,brookei,Owabi,Extinct,,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,LC,0.145015069,0.00133608
4149,Cephalophus rufilatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,LC,130.406906,240.9576374
4150,Cephalophus silvicultor,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,NT,182.2966357,503.8900755
4150,Cephalophus silvicultor,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,Mau Forest,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,NT,2.391249415,0.40412203
4150,Cephalophus silvicultor,3,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,"Unconfirmed from Mt. Elgon (Kingdon, 1982)",,,,Possibly Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,NT,1.804995497,0.241719495
4151,Cephalophus spadix,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,EN,9.65781369,0.537300869
4221,Cercopithecus mitis,1,1,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,,heymansi,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,12.58270313,4.105486026
13139,Melonycteris melanops,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,Kawang,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Melonycteris,LC,0.0828928,0.000219845
4152,Cephalophus weynsi,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,LC,57.10666805,120.7204572
4153,Cephalophus zebra,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,VU,15.11677773,4.815460024
11171,Lagostrophus fasciatus,1,2,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,Faure Island,,,Reintroduced,,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,MACROPODIDAE,Lagostrophus,VU,0.305176846,0.004313648
4192,Cercartetus caudatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,Fergusson Island,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,BURRAMYIDAE,Cercartetus,LC,1.969774502,0.109406642
4192,Cercartetus caudatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,New Guinea,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,BURRAMYIDAE,Cercartetus,LC,58.79402069,23.03473238
4200,Cercocebus galeritus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercocebus,EN,1.131344824,0.016442113
4201,Cercocebus torquatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercocebus,VU,46.86122698,23.3826157
4203,Cercocebus sanjei,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercocebus,EN,1.134053771,0.015431813
4206,Cercocebus lunulatus,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercocebus,EN,24.58165241,9.864461822
4665,Chiroderma improvisum,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,Guadeloupe,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Chiroderma,EN,1.348673427,0.07346436
4207,Cercocebus chrysogaster,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercocebus,DD,22.97635837,18.74662491
4212,Cercopithecus ascanius,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,atrinasus,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,5.684921924,2.57174628
4212,Cercopithecus ascanius,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,katangae,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,37.19678918,41.91485215
11175,Lagothrix lagotricha,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Lagothrix,VU,45.49669331,49.72092144
13139,Melonycteris melanops,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,Kiton,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Melonycteris,LC,0.033445723,7.67E-05
4212,Cercopithecus ascanius,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,ascanius,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,27.12659442,33.84419597
4212,Cercopithecus ascanius,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,ascanius & katangae,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,4.769186991,1.485621663
4216,Cercopithecus dryas,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,CR,1.230038645,0.110614709
4217,Cercopithecus erythrogaster,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,erythrogaster,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,VU,3.478746878,0.793011768
4665,Chiroderma improvisum,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,Montserrat,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Chiroderma,EN,0.389136181,0.008677215
4212,Cercopithecus ascanius,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,schmidti,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,92.40347769,92.87047686
4212,Cercopithecus ascanius,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,whitesidei & katangae,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,18.80009015,5.000943785
4212,Cercopithecus ascanius,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,whitsidei,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,25.32755326,35.79200832
4214,Cercopithecus cephus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,51.29460597,63.34214422
4666,Chiroderma salvini,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Chiroderma,LC,239.3160908,283.9599992
4217,Cercopithecus erythrogaster,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,pococki,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,VU,12.1044497,5.206476773
4218,Cercopithecus erythrotis,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,camerunensis,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,VU,11.68444739,4.45468671
4667,Chiroderma trinitatum,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Chiroderma,LC,215.5053246,771.6861756
13139,Melonycteris melanops,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,Kulanus,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Melonycteris,LC,0.034412676,6.56E-05
4221,Cercopithecus mitis,1,1,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,,albogularis,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,18.71369078,3.509209252
4221,Cercopithecus mitis,1,1,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,,kandti,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,5.23858112,0.537076129
4221,Cercopithecus mitis,1,1,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,,kolbi,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,5.335767679,2.122202282
4221,Cercopithecus mitis,1,1,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,,albotorquatus,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,13.38716335,1.475724651
4221,Cercopithecus mitis,1,1,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,,boutourlinii,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,13.73683758,5.999663152
4221,Cercopithecus mitis,1,1,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,,doggetti,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,15.65066859,3.471664944
4221,Cercopithecus mitis,1,1,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,,erythrarchus,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,53.42375651,20.80118022
4221,Cercopithecus mitis,1,1,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,,labiatus,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,43.97200215,7.937675343
13139,Melonycteris melanops,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,Kulinus,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Melonycteris,LC,0.028432187,0.000049675
42393,Odocoileus hemionus,1,1,1,IUCN,2009,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,LC,392.1010646,729.8194428
4221,Cercopithecus mitis,1,1,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,,mitis,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,28.75528668,8.598908174
4221,Cercopithecus mitis,1,1,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,,moloneyi,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,23.55012699,13.89998648
4221,Cercopithecus mitis,1,1,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,,monoides,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,21.95651566,13.78345053
4221,Cercopithecus mitis,1,1,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,Mafia,albogularis,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,1.415808435,0.035150552
4221,Cercopithecus mitis,1,1,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,,opisthostictus,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,33.75480056,57.92701016
4221,Cercopithecus mitis,1,1,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,,schoutedeni,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,1.076374152,0.038699249
4221,Cercopithecus mitis,1,1,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,,stuhlmanni,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,54.34385716,44.42894683
4221,Cercopithecus mitis,1,1,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,,zammaronoi,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,15.46214786,1.2160046
4221,Cercopithecus mitis,1,1,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,Idjwi,schoutedeni,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,1.004688521,0.022336438
13139,Melonycteris melanops,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,Lemus,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Melonycteris,LC,0.043025808,0.000068365
13139,Melonycteris melanops,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,Lisseno Number 2,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Melonycteris,LC,0.038379151,9.66E-05
4221,Cercopithecus mitis,1,1,1,IUCN,2011,IUCN (International Union for Conservation of Nature),,,Zanzibar,albogularis,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,2.87526512,0.127671972
4222,Cercopithecus mona,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,38.59643847,50.48835786
4222,Cercopithecus mona,1,3,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,Sao Tome and Principe,,,Introduced,,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,1.904356315,0.081528794
4223,Cercopithecus neglectus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,101.9027068,186.1892625
4223,Cercopithecus neglectus,2,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,,,Probably Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,1.529997283,0.177284297
4230,Allochrocebus solatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Allochrocebus,VU,4.27367429,0.985261121
5608,Crocidura miya,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,EN,0.750629658,0.027052855
4224,Cercopithecus nictitans,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,martini,,Extant (resident),Sometimes separated as subspecies insolitus,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,31.72829808,25.76338211
4224,Cercopithecus nictitans,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,martini,,Extant (resident),Sometimes separated as subspecies stampflii,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,9.938812283,4.606190545
4224,Cercopithecus nictitans,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature),,,,nictitans,,Extant (resident),,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,LC,47.97038882,78.5196945
